number,coformer1,coformer2
186,O=C(O)c1ccc([C@]2(C(F)(F)F)CCO2)cc1,O[C@@H]1C=CCSC1(C(F)(F)F)C(F)(F)F
187,CC1=CC(O)=NS(=O)(=O)O1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
188,O[C@H]1c2ccccc2N=C2CCCN21,CCOC(=O)C1=C[C@@H]2[C@H](CC[C@]2(C)O)C(C)(C)O1
189,COC(=O)[C@]12C(=O)CCC[C@H]1CC(=O)[C@@]1(C)[C@@H]2CC[C@@]2(C)CC(=O)C[C@H]21,O=C(O)C(O)C(=O)O
190,CN(C)C(=C(N(C)C)N(C)C)N(C)C,CC1=C[C@]2(C)c3cc(C)cc(C)c3O[C@@H]2[C@@](N[C@@H](C)c2ccc(Br)cc2)(c2cc(C)cc(C)c2O)C1=O
191,C[C@H](c1ccccc1)N1C[C@@H]2[C@@H](c3ccccc3)CC(=O)C[C@@]23CC(=O)C[C@@H](c2ccccc2)[C@H]3C1,C[C@H]1O[C@]23CC[C@H]([C@@H]1C=O)[C@@]2(C)CC[C@H]1[C@H]3CC[C@]2(O)C[C@@H](O)CC[C@]12C
192,O=C(O)CCCC(=O)O,Cc1ccc(N[P@](=O)(NCc2ccccc2)c2ccccc2)cc1
193,C(=C/c1ccncc1)\c1ccncc1,CC[C@H]1[C@@H]2[C@@H]3CCC(=O)N3CCC[C@H]2O[C@]12C=C(C)C(=O)O2
194,O=C1C(O)=C(F)C(=O)C(O)=C1F,CCCC[C@@]1(O)OC2=C(CCC)C(=O)[C@@]34CC[C@@H](C=C3C(=O)OC)[C@H]3CCC1=C2[C@H]34
195,Nc1nc(=O)[nH]cc1F,c1ccc(-c2c3ccc(ccc4ccc(s4)c(-c4ccccc4)c4ccc(ccc5ccc2s5)s4)s3)cc1
196,CCn1c(=C(C#N)C#N)s/c(=c2/sc(=C(C#N)C#N)n(CC)c2=S)c1=S,CCCCCOc1cc(OCCCCC)cc(C(=O)Nc2ccc(-c3ccc(N4O[C@H]5C(=O)N(c6ccc(CC(=O)O)cc6)C(=O)[C@H]5[C@@H]4c4ccc(C(=O)Nc5cccc(C)n5)cc4)cc3)cc2)c1
197,O=C(O)c1ccccc1Br,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
198,O=C(O)CCCCC(=O)O,Cc1cccc2c1[C@]1(O[C@]2(O)c2ccccc2)C(=O)C=Cc2ccccc21
199,C1N2CN3CN1CN(C2)C3,CCCCN1C(=S)N(c2ccccc2)[C@@]2(C(=O)N(C)c3ccccc32)[C@@]1(O)c1ccccc1
200,O,O=C1CCCCCCC1
201,NC(=O)N1c2ccccc2C=Cc2ccccc21,Cc1c(Cn2ccnc2)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1
202,CC(=O)Nc1ccc(O)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
203,CC(=O)C1=CN2C(=O)[C@@H](NC(=O)c3ccccc3)[C@H](c3ccccc3)N2[C@@H]1c1ccc(C)cc1,CC(=O)NC(C)=O
204,CC1=C(C#N)c2ccccc2[C@]1(C#N)c1ccccc1,N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3[C@@H]3C[C@@H](O)CN32)cc1
205,O=C1c2ccccc2S[C@@H]2[C@H]3Sc4ccccc4C(=O)[C@H]3[C@H]12,CCCC[C@@H]1CCCC[C@H]2OC(=O)N(c3ccc(C(F)(F)F)cc3)[C@H]12
206,C/C(=C\C[C@](O)(c1ccccc1)C(F)(F)F)[Si](C)(C)c1ccccc1,Nc1nc(N)c(F)c(Cl)c1F
207,C=C1[C@@H](O)[C@@]2(OCc3ccccc3)C(=O)c3c(OC)cccc3[C@]1(O[Si](C)(C)C(C)(C)C)[C@]21CCCCO1,c1cc(-c2ccncc2)ccn1
208,Fc1c(F)c(I)c(F)c(F)c1I,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
209,c1ccc(-c2ccncc2)cc1,OC[C@@H]1[C@H](O)C=CCN1OCc1ccccc1
210,O=C(O)CCCCC(=O)O,O=C(O)CCCCCCC(=O)O
211,C=CC[C@]1(C(=O)OCC)C[C@H]2C(C)=C[C@@H]1C(=O)[C@]2(O)CCl,NC1=N[C@@]2(O)C(F)(F)OC(F)(F)[C@@]2(F)S1
212,[H]/N=C1/N=C(N)c2ccccc21,Oc1cccc(O)c1
213,O=C1CCN2OC[C@@H]1[C@@]21[C@H]2C=CC[C@@H]1c1ccccc1C2,O=P(Nc1ccncc1)(Nc1ccncc1)Nc1ccncc1
214,CC1=C[C@]23[C@@H](C[C@H](C(=O)C[C@H]2C)C3(C)C)[C@]2(C)CC[C@H]12,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F
215,CCCCCCOc1ccc(-n2ccc(=O)cc2)cc1,Cc1cc(=O)[nH]c(=S)[nH]1
216,O=C(O)c1ccc(O)c(O)c1,CC#N
217,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,CC1(C)CC(=O)C2=C(C1)O[C@]1(O)CC(C)(C)CC(=O)[C@H]1[C@@H]2c1c(Cl)cccc1Cl
218,COC(=O)[C@@H]1Cc2cc(OC)c(OC)cc2C(C2CCCCC2)=N1,CC(C)(C)[C@](C)(O)[C@@H](CCO)Oc1ccccc1
219,CC(C)OC(=O)[C@@H](c1cccc(Cl)c1)c1ccc(O)c2ccccc12,CC[C@H]1COC(=O)c2cccc(n2)C(=O)OC[C@@H](CC)NC(=O)c2cccc(c2)C(=O)N1
220,COC(=O)[C@H](Cc1c[nH]c2ccccc12)Nc1nc(N)nc(N[C@@H](Cc2c[nH]c3ccccc23)C(=O)OC)n1,CO[C@]1(C(F)(F)F)C(C(F)(F)F)=C(C(F)(F)F)C(=O)[C@@H]1C(F)(F)F
221,IC#Cc1ccccc1C#CI,c1ccc(/N=C2\N/C(=N\c3ccccc3)c3ccccc32)cc1
222,CCO[C@H]1C[C@@H]([Si](C)(C)C)C2=CC[C@@H]3C(=O)N(c4ccccc4)C(=O)[C@@H]3[C@@H]2O1,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)CC2=O
223,O=C(O)/C=C/C(=O)O,CCC1=C(CC)C[C@H]2CC(C#N)(C#N)[C@@H](c3ccccc3)C[C@H]2C1
224,[C-3][Si]1([C-3])C2=C(CC(=[C-2])C#C2)C(=O)C2=C1c1c#cc#cc1S2(=O)=O,CC1(C)CC#CCNC(=O)C(C)(C)CC#CCNC(=O)C(C)(C)CC#CCNC1=O
225,C[C@]1(O)C[C@H](c2ccoc2)N(Cc2ccccc2)C1=O,O=C(O)CCCC(=O)O
226,N#CC1=C(N)[C@]2(O)c3ccccc3CC[C@@H]2[C@@H]1c1ccc(Cl)cc1,c1cc(-c2ccncc2)ccn1
227,Cc1cccc(C2=C(c3ccccc3)C(=O)O[C@@]2(O)c2ccccc2)n1,O=c1[nH]c(=O)c2c(I)c3c(=O)[nH]c(=O)c3c(I)c12
228,c1ccc2cc3ccccc3cc2c1,NC(=O)c1ccncc1
229,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,c1cc(CCc2ccncc2)ccn1
230,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,CC(=O)N1C=CN(C(C)=O)C=C1
231,CCN1C(=O)[C@](C)(CC(C)(C)C(F)(F)F)c2cc(I)ccc21,C(=C/c1ccncc1)\c1ccncc1
232,O=C(O)/C=C/C=C/C(=O)O,CC#N
233,Oc1ccc(Cl)cc1,CO/N=C1\[C@H]2CCC[C@@H]1[C@H](c1ccccc1Cl)N[C@@H]2c1ccccc1Cl
234,CC1(C)CC(=O)C2=C(C1)O[C@]1(O)CC(C)(C)CC(=O)[C@H]1[C@@H]2c1c(Cl)cccc1Cl,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1
235,Cc1c(O)cccc1O,COc1ccc(N2C3=C(C(=O)OC3=O)N(Cc3ccccc3)c3ccc(OC)cc3[C@@H]2c2ccccc2)cc1
236,C(=C/c1ccncc1)\c1ccncc1,C1COCCOCCOCCOCCOCCO1
237,O=C(O)c1cccc(I)c1,Cc1cc(=O)n(-c2ccccc2)n1C
238,C(=C/c1nc2ccccc2s1)\c1ccc(/C=C/c2nc3ccccc3s2)cc1,[C-3]O
239,NS(=O)(=O)c1ccc(Br)cc1,Fc1c(F)c(I)c(F)c(I)c1F
240,NC(N)=O,Fc1c(F)c(F)c(I)c(F)c1F
241,NC(=O)c1ccc(Cn2cccn2)cc1,O=C1CC(=O)NC(=S)N1
242,NC(=O)c1cnccn1,CC[C@]1(O)C(=O)OCC2=C1CCOC2=O
243,O=C(O)c1cccc(Oc2cccc(C(=O)O)c2C(=O)O)c1,c1ccc2c([C@@H]3SCC[C@@H]4SCC[C@@H]43)cccc2c1
244,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,N#C[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN(C2)[C@@H]13
245,C/C(=C/[C@@H]1[C@H](/C=C(/C)C(=O)O)[C@](C)(C(=O)O)[C@]1(C)C(=O)O)C(=O)O,O=C(O)CCCCCNC(=O)C(=O)NCCCCCC(=O)O
246,Oc1ccc(/N=C/c2ccccc2O)cc1,Fc1c(F)c(I)c(F)c(F)c1I
247,N#Cc1ccncc1,ClC/C=C/CCl
248,O,Fc1ccc(F)c(I)c1F
249,COc1ccc(C2=NO[C@]3(N4CCCC4)c4ccccc4[C@@H](c4ccccc4)[C@H]23)cc1,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
250,CC(C)(C)N1C(=O)[C@@H]2N(c3ccccc3)C(=O)/C(=C/c3ccccc3)[C@@]23c2ccccc2N[C@@H]13,Fc1c(I)c(F)c(I)c(F)c1I
251,C1COCCOCCOCCOCCOCCO1,c1cc([C@H]2[C@H](c3ccncc3)[C@H](c3ccncc3)[C@H]2c2ccncc2)ccn1
252,CCC1(CC)C(=O)NC(=O)NC1=O,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
253,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,c1ccc2nc3ccccc3cc2c1
254,Oc1cc(O)cc(-c2c3ccccc3cc3ccccc23)c1,Cn1c2ccc(Br)cc2c2cc(Br)ccc21
255,N=C(N)N,CNCC[C@]1(O)C(=O)N(c2c(O)ccc3[nH]cc(CCN(C)C)c23)c2ccccc21
256,CC(C)[C@H](C[C@@H](O)C(C)(C)C)c1ccccc1,O=C(O)[C@H](O)c1ccccc1
257,NC(=O)c1ccccn1,C[Si]1(C)C2=CC(=O)C=C(C2=O)[Si](C)(C)C2=CC(=O)C=C(C2=O)[Si](C)(C)C2=CC(=O)C=C(C2=O)[Si](C)(C)C2=CC(=O)C=C1C2=O
258,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,O=C(O)c1cc(F)c(F)c(F)c1
259,O,S=[P@]12CCCC[C@H]1CCC2
260,Nc1cccc(O)c1,Fc1c(F)c(I)c(F)c(F)c1I
261,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,C=C1[C@@H](O)C[C@H]2C[C@@H]1C(=O)O2
262,CCC1(CC)C(=O)NC(=O)NC1=O,C[C@@H]1CC(N(C)C)=C2C=CC=C21
263,COC(=O)[C@H]1C(=O)C(C)=C(c2ccccc2)[C@H](N(C)N(C)C=O)[C@@H]1C(=O)OC,CCC1(CC)C(=O)NC(=O)NC1=O
264,COC(=O)c1ccc([C@@H]2C[C@]2(Cc2ccc(F)cc2)C(=O)N(C)OC)cc1,CSc1cc2c(cc1SC)Sc1cc(SC)c(SC)cc1S2
265,C(=C/c1ccncc1)\c1ccncc1,C[C@H](O)Cc1ccccc1-c1nc2ccccc2[nH]1
266,C1=CSC(=C2SC=CS2)S1,BrC(Br)(Br)Br
267,CC(/N=N/c1ccccc1C)=N\Nc1nc2ccccc2s1,Nc1ccc(C(=O)O)c(O)c1
268,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,C[C@@H]1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl
269,NC(=O)c1ccncc1,CC1(C)[C@H]2CC[C@]1(C)C(=O)/C2=N/NC(N)=S
270,CN1C(=O)C2(C=CC(=O)C=C2)[C@@](C)(CP(=O)(c2ccccc2)c2ccccc2)C1=O,O=c1[nH]cc(F)c(=O)[nH]1
271,CC(=O)Nc1ccc(O)cc1,O=C(O)c1ccc2ccccc2c1-c1c(C(=O)O)ccc2ccccc12
272,Cc1ccc(S(=O)(=O)N2c3ccccc3[C@H](C)[C@@H](C)[C@@H]2c2ccccc2)cc1,CCO[P@@](=O)([C@@H](C)O)N(C(=O)OC(C)(C)C)[C@@H]1CCCc2ccccc21
273,COc1ccc(C2(c3ccc(OC)cc3)[C@H](c3ccccc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,Cc1cccc(=O)[nH]1
274,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
275,O=C(O)CCCC(=O)O,C#C[C@@](O)(Cc1ccccc1)c1ccccc1
276,Cc1cc(OCc2ccccc2)cc(=O)o1,O=C(O)CCCCCCC(=O)O
277,c1ccc2cc3ccccc3cc2c1,CCCCc1cc2c(s1)c1c3sc(CCCC)cc3c3c4ccccc4c4c5cc(CCCC)sc5c5c6sc(CCCC)cc6c6c7ccccc7c2c2c6c5c4c3c12
278,Cc1ccc(S(=O)(=O)O[C@@H]2C[C@@H]3C[C@@]4(C)C[C@@H]5[C@H](C(=O)OC(C)(C)C)[C@@H]2[C@@]354)cc1,O=C1c2ccccc2[C@@](O)(Cc2ccccc2)N1Cc1ccccc1
279,O=C1NCc2ccc(cc2)CNC(=O)c2cccc(c2)C(=O)NCc2ccc(cc2)CNC(=O)c2cccc1c2,CC1(C)CC(=O)C2=C(C1)Nc1c(c3ccccc3oc1=O)[C@@H]2c1ccc(Cl)cc1
280,Cc1cc(C)cc(N2C(=O)C[C@H]([C@@H]3CSCCC3=O)C2=O)c1,O=C1CCCC2=C1[C@H]1[C@@H](O2)C(=O)[C@@H]2[C@@H]3C=C[C@](Br)([C@H]12)C31OCCO1
281,CC[C@H]1C=C2CCCC[C@@H]2[C@@H](C(=O)OC)[C@H]1O,O=C(O)c1ccc(O)cc1O
282,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,COc1ccc(N(C)[C@H]2CCC[C@H](O)[C@H]2O)cc1
283,CC(C)(C)C(=O)Nc1ccc(-c2ccc(NC(=O)C(C)(C)C)nc2)cn1,CP(=O)(c1ccccc1)c1ccccc1
284,Oc1ccccc1-c1ccccc1,O=C(O)/C=C/c1ccc(O)cc1
285,N#Cc1c(F)c(F)c(/C=C/c2c(F)c(F)c(I)c(F)c2F)c(F)c1F,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)NC(=O)[C@@H]1SC(N)=C(C#N)[C@H]1c1ccc(OC)cc1
286,c1ccc([C@H]2Nc3ccccc3N3CCC[C@@H]23)cc1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
287,COc1ccc(/C=C/c2cnc(C)c3c2CO[C@@H](C)O3)cc1OC,CC(=O)c1cccc(C(C)=O)n1
288,c1c#cc#cc#1,Oc1ccc(O)cc1
289,Ic1cccc(I)c1,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
290,O=C(O)Cc1ccccc1C(=O)O,N#CC(C#N)=C(C#N)c1ccc(-c2ccc(-c3ccc(C(C#N)=C(C#N)C#N)s3)n2-c2ccccc2)s1
291,Fc1c(F)c(I)c(F)c(F)c1I,Fc1c(F)c(F)c(I)c(I)c1F
292,O=C(O)Cn1c(=O)c2cc3c(=O)n(CC(=O)O)c(=O)c3cc2c1=O,C[C@H]1CC[C@](C)(O)[C@@H](O)C1(F)F
293,O=C(O)[C@@H](O)[C@H](O)C(=O)O,CCOC(=O)C[C@H]1[C@H]2C(C)(C)C[C@@H]3Oc4ccccc4[C@@]32CN1S(=O)(=O)c1ccc(C)cc1
294,Fc1c(F)c(I)c(F)c(F)c1I,CC1(C)O[C@H](C(O)(c2ccccc2)c2ccccc2)[C@@H](C(O)(c2ccccc2)c2ccccc2)O1
295,C1CN2CCN3CCCN4CCN(C1)C2C34,Oc1cc(O)cc(C(c2ccccc2O)c2ccccc2O)c1
296,O=C(O)CCCCCCCCC(=O)O,Oc1ccc(Cl)cc1
297,C[C@]12CCC3(C[C@H]1Cc1c([Si](C)(C)C)coc1C2=O)OCCO3,O=C(O)[C@@H](O)[C@H](O)C(=O)O
298,O=C(O)c1ccccc1O,O=C1C[C@@H]2c3ccccc3[C@](c3ccccc3)(C1)[C@@H]2c1ccccc1
299,c1ccc2nc3ccccc3cc2c1,C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)O)c1ccccc1
300,NC(=O)CN1C[C@H](c2ccccc2)CC1=O,c1cc(/N=N/c2ccncc2)ccn1
301,C(=C/c1ccncc1)\c1ccncc1,C1CC12[C@]1(CC1)C(=C1[C@]3(CC3)[C@]3(CC3)[C@]13CC[C@@]1(O3)[C@@]3(CC3)C3(CC3)[C@]13CC3)[C@@]21CC1
302,O=C1c2ccccc2[C@H](c2c(O)ccc3ccccc23)N1Cc1c(O)ccc2ccccc12,Oc1ccc(I)cc1
303,O=c1c2cc3c(=O)n(CCOCCO)c(=O)c3cc2c(=O)n1CCOCCO,C(#Cc1ccncc1)c1ccncc1
304,Oc1ccc(O)cc1,O=C(O)/C=C/C(=O)O
305,Oc1cccc2ccccc12,O=C(O)c1cccc(O)c1O
306,c1ccc2cc3ccccc3cc2c1,CN(C(=O)C(=O)[C@H](Cl)c1ccc(Cl)cc1)c1ccccc1
307,c1cc2ccc3cccc4ccc(c1)c2c34,CCOC(=O)c1c([C@H](F)OC(F)(F)F)noc1N
308,O=C1OC[C@@H]2[C@H]1C=C(c1ccccc1)O[C@H]2c1ccccc1,Fc1c(F)c(I)c(F)c(F)c1I
309,Fc1c(F)c(/N=N\c2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I,O=C1CC(=O)NC(=O)N1
310,CN(C)c1ccc(N)cc1,O[C@@H]1[C@@H]2O[C@@H]3O[C@H]1[C@H](O)[C@@H](O3)[C@@H]2OCc1ccccc1
311,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,O=C(O)[C@H](O)c1ccccc1
312,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,O=C1CCCCCCN1
313,OO[C@H]1CCCO1,Oc1ccc(O)cc1
314,Nc1c(Cl)c(F)nc(F)c1Cl,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41
315,C[C@@H](N[C@@H]1CC(=O)N[C@@H]1Cc1ccccc1)C(=O)OC(C)(C)C,C[Si](C)(C)CC1=C(c2ccc3ccccc3c2)[C@H]([Si](C)(C)C)c2c1ccc1ccccc21
316,O=c1[nH]cccc1O,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
317,O=C(O)c1cccc(F)c1F,CCCC[C@@H]1C[C@]2(CO)[C@H](O1)[C@@H](O)[C@@H](C)[C@H]1O[C@H]12
318,CCCN1C(=S)S/C(=C2/SC(=S)N(CCC)C2=S)C1=S,C(=C/c1ccncc1)\c1ccncc1
319,N=C(N)N,NC1=N/C(=N\NC(=O)c2ccc(Cl)cc2)c2ccccc21
320,CO[C@H]1[C@@H](Sc2ccccc2)NC(=O)N1C(C)=O,Oc1cccc(O)c1
321,C(=C/c1ccncc1)\c1ccncc1,CCCCNC(=S)Nc1nc2ccccc2[nH]1
322,O=C(O)CCCCCCC(=O)O,Oc1cccc2c1-c1c(O)cccc1-c1cccc(O)c1-c1c(O)cccc1-2
323,COc1cc2c(cc1OC)[C@]13Oc4ccccc4[C@H](CC(=O)N1CC2)[C@@H]3C,C[C@@H]1C[C@H](C(=O)OC(C)(C)C)NC1=O
324,O=C(C(=O)N1CCCCC1)c1ccccc1,O=C(O)CCCCCCCCC(=O)O
325,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,C#CCN(CC#C)[C@H]1C[C@@H](O)c2ccccc21
326,O=C(O)[C@@H](O)[C@H](O)C(=O)O,[C-3]C([C-3])([C-3])C[Si]1(CC([C-3])([C-3])[C-3])c2c3c#cc#cc3c(c3c#cc#cc23)[Si]1(CC([C-3])([C-3])[C-3])CC([C-3])([C-3])[C-3]
327,CC(C)(C)OC(=O)N1C[C@H]2C[C@@]23C1=NC(=O)c1ccccc13,O=C(O[C@@H]1C[C@H]2C(Br)=C[C@@H]1C(=O)[C@]21CO1)c1ccccc1
328,COC(=O)[C@H]1C(=S)N(Cc2ccccc2)C=C[C@H]1C,O=C(O)c1ccccc1O
329,CC1(C)CC[C@@H](O)[C@@]23CO[C@@](O)(C[C@@]45C[C@@H](CC[C@H]42)CC5=O)[C@H]13,O=C1/C(=C\N[C@@H]2CCCC[C@H]2N/C=C2/C=Cc3ccc4ccccc4c3C2=O)C=Cc2ccc3ccccc3c21
330,Nc1nc(-c2csc(N)n2)cs1,O=C(O/C(=C\c1nc2ccccc2s1)c1ccccc1)c1ccccc1
331,Cc1ccc(-c2nc(N)nc(N)n2)cc1,CCCc1cc(=O)[nH]c(=S)[nH]1
332,C[C@H]1NC(=O)OC2(CCCCC2)[C@H]1Sc1ccccc1,O=C(O)/C=C/C(=O)O
333,COc1ccc([C@]2(C)CC[C@H](O)[C@]2(C)CO)cc1C,[H]/N=C1\O[C@@H]2C(CC)=C[C@H](CC)[C@@]1(C#N)C2(C#N)C#N
334,Oc1cc(O)cc(-c2c3ccccc3c(-c3cc(O)cc(O)c3)c3ccccc23)c1,Cc1cc(Cc2cc(C)c(N)c(C)c2)cc(C)c1N
335,CC(C)(C)[Si]1(C(C)(C)C)O[C@@H]2O[C@H]3CO[Si](C(C)(C)C)(C(C)(C)C)O[C@H]3[C@@H]2O1,C1COCCOCCOCCO1
336,CCOc1ccccc1[C@H]1[C@H](C(=O)O)[C@H](c2ccccc2OCC)[C@H]1C(=O)O,C[Si](C)(C)C1=C2Cc3ccccc3C(=O)NC[C@@H]2CC1
337,O=c1cc[nH]cc1,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
338,CCOC(=O)[C@H]1[C@H](C(=O)OC)N=C(c2ccc(OC)cc2)[C@]12C(=O)N(C(C)=O)c1ccc(F)cc12,O
339,OC/C1=C/C#CC#C/C=C(/CO)C#CC#C/C(CO)=C\C#CC#C/C=C(/CO)C#CC#C1,Nc1cc(F)nc(N)c1F
340,CC(C)(C)c1cc(-c2cn(CP(=O)(c3ccccc3)c3ccccc3)nn2)cc(C(C)(C)C)c1,c1cc2ccc1-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2cc1
341,O=C(O)CCCC(=O)O,C1=Cc2cccc3cccc1c23
342,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,C=C1[C@@H](O)C[C@H]2C[C@@H]1C(=O)O2
343,c1cc2ccc3cccc4ccc(c1)c2c34,CC(=O)/C(C)=N/O
344,Oc1cc(O)cc(O)c1,Cc1cccc(Nc2ccccc2C(=O)O)c1C
345,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,Oc1c(F)c(F)c(F)c(F)c1F
346,COC(=O)[C@H]1[C@H]2NC(=O)N[C@]1(C)Oc1ccccc12,COc1ccc(C(=O)O)cc1
347,c1ccc2ncncc2c1,c1cc(CCc2ccncc2)ccn1
348,c1cc(-c2ccncc2)ccn1,BrC(Br)=C(Br)Br
349,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,c1cc(-c2ccncc2)ccn1
350,Fc1c(F)c(F)c(I)c(F)c1F,CCc1c2[nH]c(c1CC)-c1[nH]c(c(CC)c1CC)-c1[nH]c(c(CC)c1CC)-c1[nH]c(c(CC)c1CC)-c1[nH]c(c(CC)c1CC)-c1[nH]c(c(CC)c1CC)-c1[nH]c-2c(CC)c1CC
351,O[C@]1(c2ccccc2)CC[C@H]1c1ccccc1,Cl[Si]1(Cl)[Si](Cl)(Cl)[Si](Cl)(Cl)[Si](Cl)(Cl)[Si]1(Cl)Cl
352,C1CNCCN1,O=C(O)c1ccnc(-c2cc(C(=O)O)ccn2)c1
353,O=C(O)c1cc(C(=O)O)[nH]n1,Fc1cc(/C=C/c2c(F)c(F)c(F)c(F)c2F)c(F)cc1/C=C/c1c(F)c(F)c(F)c(F)c1F
354,C1=CSC(=C2SC=CS2)S1,C1COCCOCCOCCO1
355,c1cc(-c2ccncc2)ccn1,CN(C)C(=C(N(C)C)N(C)C)N(C)C
356,O=C(O)c1cccc(O)c1O,O=C1O[C@@H]2[C@H]3O[C@H]3[C@@H]3[C@H]1[C@H]23
357,Fc1c(F)c(I)c(F)c(F)c1I,O=C(O)/C=C/C=C/C(=O)O
358,O=C(O)C(=O)O,O=C(O)CCCC(=O)O
359,Cc1ccc(C(=O)O)cc1,Oc1cc(O)c(Cl)cc1Cl
360,Cc1cc2c(c(C)c1O)[C@H]1C=C[C@]2(C)C(=O)[C@@]1(C)O,c1ccc(N2CC3=C4CN(c5ccccc5)OC[C@@H]4N(c4ccccc4)O[C@@H]3CO2)cc1
361,C[C@@H]1NC(=O)[C@H]2CCCNN2C(=O)[C@H](C)OC(=O)[C@](C)(CO)NC(=O)[C@@H]2C[C@H](O)CNN2C(=O)[C@H]2C[C@H](Cl)CNN2C1=O,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12
362,C1N2CN3CN1CN(C2)C3,C(=C/c1ccncc1)\c1ccncc1
363,O=C(O)c1cc(O)cc(O)c1,c1ccc2cc3cc4ccccc4cc3cc2c1
364,c1ccc2cc3cc4ccccc4cc3cc2c1,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
365,Cc1c2c(c(C(=O)c3ccccc3)c3ccccc13)[C@H]1C=C[C@@]3(C(=O)c4ccccc4)[C@@H]2[C@@]13C(=O)c1ccccc1,Nc1ccncc1N
366,CN1CCN(CC2=C3C[C@H]4N5C(=C(CN6CCN(C)CC6)C4(C)C)C[C@@H](N35)C2(C)C)CC1,COP(=O)(OC)[C@@H](NC12CCC(CC1)C[C@H]2C(=O)O)c1ccccc1
367,O=C(O)CCCCCCC(=O)O,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
368,O=Cc1ccc(O)cc1O,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)[C@H]1C(=O)O
